"As an AR associate, I need the ability to update invoice data (Insurance, CPN, Pricing, Customer Info, PO #, or Sales Tax), so that I can regenerate the invoice for the customer.  ","Given I select an invoice from the AR Application, when I select it from the grid, then I should be able to open it in ""Edit Mode"" for saving corrections to it. Given I have make corrections to the invoice selected above, when I save my changes, then the invoice should be regenerated with the changes I made. "
"As an AR associate, I need to be able to reprint invoices, so that I can provide it to a customer in need. Priority: Low Moscow: Must Have ","Given I have made corrections to the invoice, when I search the AR Applicaiton, then the invoice should be regenerated with the changes I made and available for Printing or Emailing. "
"As a German associate, I need to be able to provide and invoice/credit report to my external accountant, so that their system data matches GP data. Germany - As you may know we are working with an external accountant who is working with DATEV. He imports all our invoices and payments via an excel file which is based on the PC Man account numbers as you can see in the excel file attached. The file for invoices &credits is created by PC Man Accounting / Accounting Report Generator. The file of payments is created out of GP. I guess with PC Man sunset no more PC Man bill to numbers will exist? Datev account number have 6 digits starting with a 6. Is there any way to solve this problem? Besides the point reporting we would need a file (credits & invoices) like the one which is created by Accounting Report Generator as well. I [Germany AR] just have called Mr. Pachnerand got confirmed: as soon as we arrived at 6digits SNG bill to numbers these can be used ( as they start with 1XXXXX?) anddo not need to be “converted” …. this will be working up to 499999 after our AR test session 2 weeksago I just want to give you a small feedback on the meeting we had with Mr.Pachner last week concerning import of our invoice file to Datev. Datev account numbers have 6digits starting with a 6 but the number 5 would work as well. Until now the report of invoicescoming out PC Man (Accounting/C Accounting Report Generator) changed the 9 ofPC Man bill to numbers to 6 automatically: 923893 => 623893 As far as I understood correctlySGN bill to numbers will only be used in future. So Mr. Pachner came up with thefollowing solution: He will discontinue the PC Manaccount numbers at a special date & and set up the SGN ones starting with a5 (as the 6 already has been in use until now and we would need unique bill tonumbers ) and fill up 0 to 6 digits. _  SGN bill to  9947(until now shown in Datev as 623893- PC Man number 923893) -this would beentered to Datev with 509947… _  SGN bill to 1045 - thiswould be entered to Dated with 501045 Please, would it be possible tocreate the invoice file – equivalent to the one we are using right now- with the SGN bill to numbers converted automatically to what Datev needs?Would it be possible to make thischange at the end of 2015? If it will be done during thisyear this will probably cause big confusion on customers  & our sidewhen we send out requests for confirmation of balance due to the audit we willhave next year. Ann ",* Germany COID are able to generate reports from AR application that meet the same format as the attached * PO to add PCMan steps to get current report 
"As a customer I need my invoice to be generated and sent with the shipment, so that I can receive and pay the invoice when my package arrives Priority: High Moscow: Must Have Currently SABs are printed in Traffic on A4 paper, however, the printers in Traffic do have Letter sized paper in them in the event the SAB rendering is set for Letter printing. ",Given a SAB customer has an invoice that needs to be printed in Traffic when the box is being labeled and stuffed then they can print the invoice.
"Priority: High Moscow: Must Have As an AR associate, I need to know all inter-company shipments, so that I can create an inter-company invoice for each billing location at months end.  Everything shipped to a Samtec Entity within a given time period and mark up the price up by 3%. ","Given the AR associate wishes to generate a Misc Debit / Credit for Interco Billing to another Samtec Entity, when they run a report for Interco Billing then the Appropriate Misc AR data should be provided."
Priority: High Moscow: Should Have As an AR associate I want the ability to click on an Add/Edit function to add a credit to an invoice or edit the invoice when I find it in the search grid so that I get a form to make my changes or enter the credit. ,"Given the Invoice needs to be corrected, when I search for it in the AR grid, then I should be able to select it and have a Button or Link for Add/Edit."
Priority: High Moscow: Must Have As a customer I want my invoice provided in my preferred method (probably email) at the time my order is placed by CS. ,"Given an order is placed on SGN and the customer preference is proforma then email the accounting group the rendered invoice. Given the order is credit card and the invoice preference is Proforma then when the invoice number is generated it will add a ""CC"" at the end of the sequential invoice number. Given the order is prepaid and the invoice preference is Proforma then when the invoice number is generated it will add a ""PP"" at the end of the sequential invoice number. Given the order is PP or CC and the Proforma invoice was generated/sent, then when the shipment occurs that Proforma invoice should have the Shipment ID, Tracking number and Shipment date should be populated to that invoice record. "
"Priority: Medium Moscow: Must Have As a Traffic associate I should be able to regenerate the documentation (Invoice, Commercial Invoice) for a recently packaged SAB that was missing a parcel so that I can send out the shipment with the correct number of parcels included. ","Given the shipment has been processed and a SAB invoice printed, when I discover that I missed a parcel that should be part of the shipment then I should be able to reverse the previously printed documentation and record locks so that I can add the additional parcel and reprint the invoice and other documentation from the Traffic area without anyone else's support (PCMan team)."
Priority: High Moscow: Should Have Actions: Edit or Delete As a Misc Billings Clerk I want the ability to edit or delete a Misc Billing document record from the AR application so that I can fix it or delete it before it is submitted to the Credit Authorization Queue. ,"Given I see a Misc Billing record when I select the record, then I should be provided an Edit/Delete button or Edit/Delete links."
Priority: Medium Moscow: Must Have as an AR associate I want to be able to enter a customer name change on the invoice rendering so that I can save it and send it to the customer for payment. ,"Given I select an invoice from the AR Application, when I select it from the grid, then I should be able to open it in ""Edit Mode"" for saving corrections to it. Given I have make corrections to the invoice selected above, when I save my changes, then the invoice should be regenerated with the changes I made. "
Priority: Medium Moscow: Must Have as an AR associate I want to be able to enter a customer address change on the invoice rendering so that I can save it and send it to the customer for payment. ,"Given I select an invoice from the AR Application, when I select it from the grid, then I should be able to open it in ""Edit Mode"" for saving corrections to it. Given I have make corrections to the invoice selected above, when I save my changes, then the invoice should be regenerated with the changes I made. "
Priority: Medium Moscow: Must Have as an ar associate I want to be able to enter a vat id on the invoice rendering so that I can save it and send it to the customer for payment. ,"Given I have opened an invoice in ""Edit Mode"" when I select the VAT ID field, then I should be allowed to enter the corrected VAT ID and save my changes for regeneration. "
Priority: Medium Moscow: Must Have as an AR associate I want to be able to regenerate and invoice after an insurance setting change in SGN so that I can save it and send it to the customer for payment. ,"Given I select an invoice from the AR Application, when I select it from the grid, then I should be able to open it in ""Edit Mode"" for saving corrections to it. Given I have make corrections to the invoice selected above, when I save my changes, then the invoice should be regenerated with the changes I made. "
"High Priority Must Have RESEARCH - WITH BRAD MARTIN/TRAFFIC Talk with Brad Martin on the responsibilities, but ultimately: As a Traffic associate I want the order that I have incorrectly processed as a SAB to be able to be cleared from processing and reset to its original order status prior to my 1st step of SAB processing so that I may choose to process the order again in the appropriate method.  (Typically, the order needs to be reset to add additional parcels to the SAB shipment.) ","Given the SAB processing is being completed there should be an option to ""abort"" or ""edit"" the shipment and when I click one of those options then the orders that have been added/processed through the SAB shipment will be returned to their original state for reprocessing."
"High Priority Must Have As an AR Associate, I want any SAB shipment that has been fully processed and then since ""aborted"" to be credited in the amount of the original invoice, so that the customer and the AR records are back in a zero balance from the original SAB invoice. ","Given the invoice has been generated for a given SAB shipment and Traffic decides to ""abort"" or ""edit"" the shipment, when that action is taken, then an automatic credit memo should be generated for the amount of the original invoice."
"As a CSA I need to see whether an order will be taxed during invoicing or not so that when I talk to the customer I can see that the order was billed tax without pulling up the invoice. When an order is entered, upon save using the tax logic in the related PBI add the tax code assigned to the order sales line.  The tax code description should display on the Additional Information screen where indicated in the screen shot below.   ","* Given an order shipment meets the logic to bill tax, when the order is displayed in SGN, then we need to see the Tax Code in the screen. * GST/VAT taxes should not show up on any invoice that goes to a North America customer. * If the ship to location is tax exempt, don't show any taxes. * If the shipment is freight forwarder, don't show any taxes. "
As a Traffic associate I need to be able to print an Invoice in the Traffic department so that I can place the invoice in the box for the customers that prefer to receive their invoice in this manner.,"Given the shipment has been completed in Traffic, when the customer's invoice preference is set to send with shipment, then I should be able to print a rendered invoice quickly so that I can send it out with the shipment from Traffic."
As an AR Associate I want to see how many invoices I'm seeing on my screen (I think our max of 250 is if we used infinite scrolling all the way to the bottom) out of the total amount of results that met my criteria so that I am aware that I am or am not looking at the total results that met my criteria.,"* Given I have a search that returns 2101 Invoices and 1345 Orders that meet the criteria, when I look at the left hand window at invoices filter then I should see (5 of 2101) and when I look at  the Orders I should see (5 of 1345) if I'm still on the main search screen. * Given that I then click on the Invoices filter, when I scroll all the way to the bottom then I should see (250 of 2101) on the left hand window.  The same should apply for the Orders filter. * Given that I scroll half way down on the invoices when I look over then I should see (125 of 2101) on the invoices.  The same should apply for the Orders filter. "
"Priority: Moscow: As a customer, I may want to reference a different PO # for the NRE charge that is accompanied with my Samtec Order number for product during my invoicing so that I can match the NRE charge to a different internal PO number for payment processing.                We had discussed whether it would be possible for a customer to place an orderfor an item that required an NRE charge, SGN pulled that charge in yet theyneed to reference a separate purchase order number for the charge. Could acustomer use a separate po# on the NRE charge but still have the parts on thesame order number? Please let me know if I can help with anything else. Thanksfor your help! …………………………………………………………………………………………………………………………………………………………………… Holly Amsler,Customer Service Specialist ","Given the customer's billing preference is set in SGN to ""Bill By Order"", when their Orders are shipped and I had an NRE charge that should accompany that Order that I would like to use a different Customer PO # on for the invocie, then when the invoice is produced for the NRE it should reference the Customer PO# from Order Entry that is tied to that NRE. "
"change the red swatch to a different color and possibly change the word ""All"" to something different. ",
,-No dialog box stating the email was accepted and sent. (MAR- Display email sent notice via Dialog or Toastmethod.) -Suggestions on the default subject to be change from“Samtec Billing Invoices” to “Samtec Billing Documents”. (Need to discuss this more.) 
"Priority: High Moscow: Must Have PO to follow up on Email attached. As a CSA when I enter an order as terms ""Prepaid"" or ""credit card"" then I want a Proforma invoice to be generated and sent to the customer and the buyer in the case of a credit card. ","Given an order is placed on SGN and the terms are changed to prepaid, then an invoice should be generated so that it can be sent immediately to the customer. Given an order is placed on SGN and the terms are changed to credit card, then an invoice should be generated so that it can be sent immediately to the customer via the email that was provided at the time of the order. Given an invoice has been generated, then it should have all values completed (goods sold, freight, insurance, taxes and grand total). Given a customer's order has been changed to prepaid or credit card, then the customer billing preferences for Bill By and Bill At should be ignored and sent via Email (credit card goes to the buyer) automatically per Job Order. "
As a CSA I need to know when a proforma invoice has been paid so that I can schedule the order for shipping.,"Given a customer payment has been applied to a proforma invoice when the invoice is closed out in GP, then CS should receive an email notification to schedule the order. Given a notification to CS to schedule an order is warranted, when the AR application goes to send the email, it should use the email address stored in SGN as the user who entered the order. Given a notification to CS needs to be sent and the service is unable to complete the request, then AR should be notified to manually communicate to CS to schedule the order. "
As an AR associate I want to be able to see what COID an order was placed under in the AR application search results so that I can notify CS to change the COID to the proper company. Many a time some web order supposed to be processedunder SI coid were processed under NA coid.  In search of the order toconfirm the order value to charge we can at a glance notice the wrong coid toget our CS to re-enter the order to the correct coid. ,"Given a search in the AR application for an order, when I look at the search results screen then I should see the COID is the same column as the ""Open"" icon that is on the Invoices."
,"Given I search for anything that has more than 5 results, then I should always see the top 5 results in the ""All"" option of the search grid."
"Priority: High Moscow: Must Have As a customer I want my consignment invoice generated for the appropriately reported quantity, price and date so that my usage of Samtec inventory at my location is billed for my accounts payable team. after a meeting about consignment billing in Sprint 10, we decided to push the actual code changes PBI 64789 for the next releases when we make the changes for miscellaneous stuff. This because sales (or us) might want to do some changes in their side. For this release we are going to invoice everything that actually “shipped”. ","Given a customer is set up as Bill By Preference ""Consignment"" when I report usage of the Samtec Inventory stored at my customer location/warehouse then I should receive a Samtec Billing Invoice for payment."
"As an AR associate in France, I have a requirement to report to a specific local Chart of Accounts to my KPMG and local AR system so I want to be able to provide the appropriate data to those parties by customer number so that it does not disrupt my current processes/procedures or cause me to have to manipulate the reports in a tedious manner. See attachments and email discussion. ","Given the SGN billing ID numbers do not begin with a ""9"" when I generate the necessary reports for my local system and KPMG, then ""900xxxxx"" should be the provided Customer ID on the report where xxxxx is the full SGN ID front filled with ""900"" and any necessary ""0""s to get the number to 8 digits."
"As an AR Associate I want the search results from All to a filtered view (invoices, orders) to be as smooth and fast as possible so that I am more efficient in my research.",Given I search the AR grid when I click on more invoices then the transition to the filtered grid should stay on the same application page.
As an AR Associate I want more than 250 results to initially display provided it does not impact system performance so that I do not have to modify my search.,Given I perform a search with more than 250 results when I look at the results grid then I should see all of the results.
